"Symbol","Gene_Symbol","TR.MC.3","TR.MC.2","TR.MC.1","NCM.2","NCM.1","DC.3","DC.2","DC.1"
"ENSMUSG00000059439","Bcas3",30.68533749,32.77768331,31.24579871,35.8815268,66.44215422,38.91557641,37.06356668,25.21217704
"ENSMUSG00000086199","Bcas3os1",0.495924646,0.512151302,0.225194946,0.633203414,0,0.571237819,0.302312942,0.064979838
"ENSMUSG00000085514","Bcas3os2",0.061990581,0,0,0,0,0,0,0
"ENSMUSG00000030268","Bcat1",0.185971742,0.576170215,0.900779783,0,0,0.571237819,0.786013649,0.064979838
"ENSMUSG00000030826","Bcat2",57.65124012,64.85115859,59.33886817,19.13681429,36.20152385,59.33732843,56.89529567,58.28691444
"ENSMUSG00000030983","Bccip",60.44081626,52.43148952,55.62315157,45.30922207,108.4591839,72.54720299,70.98307876,84.2138697
"ENSMUSG00000037525","Bcdin3d",3.595453685,4.097210414,4.729093858,5.698830727,0,2.856189094,2.23711577,1.624495943
"ENSMUSG00000027792","Bche",0.123981162,0,0,0,0,0,0,0
"ENSMUSG00000060376","Bckdha",8.306737824,9.41078017,7.881823097,5.206339182,2.980446743,8.711376737,8.464762373,7.992520041
"ENSMUSG00000032263","Bckdhb",7.066926209,7.362174963,8.388511725,7.457729099,0.363469115,12.2816131,12.63668097,13.64576592
"ENSMUSG00000030802","Bckdk",91.49809723,87.70591043,85.9681705,36.16295054,2.035427044,76.90289136,75.51777289,82.91427294
"ENSMUSG00000028191","Bcl10",233.2705555,225.2825539,233.5271586,187.2171428,339.4801534,245.7036668,233.264666,252.5116494
"ENSMUSG00000000861","Bcl11a",1.6117551,0.896264778,1.069675992,7.105949424,8.795952582,5.640973461,9.976327083,7.212761988
"ENSMUSG00000048251","Bcl11b",0,0,0,0,0,0,0.060462588,0.064979838
"ENSMUSG00000057329","Bcl2",27.95775193,29.32066203,24.71514528,285.0118923,173.5928493,13.63830292,15.78073557,14.10062479
"ENSMUSG00000102037","Bcl2a1a",3.719434847,4.097210414,4.672795122,39.46967948,28.71406008,30.56122331,26.05937559,35.41401156
"ENSMUSG00000089929","Bcl2a1b",19.96096701,21.19026011,21.28092236,79.92434204,56.04693753,62.47913643,56.29066978,78.30070447
"ENSMUSG00000053820","Bcl2a1c",0.123981162,0.256075651,0.450389891,0.492491544,1.163101168,1.642308729,1.692952475,1.42955643
"ENSMUSG00000099974","Bcl2a1d",10.84835164,9.538817996,9.570785189,79.36149456,97.40972281,73.33265499,64.99728251,94.5456639
"ENSMUSG00000007659","Bcl2l1",57.21730606,67.66799075,59.8455568,5.558118857,8.723258759,35.63095895,41.90057375,29.24092698
"ENSMUSG00000032191","Bcl2l10",0,0,0,0,0,0,0,0
"ENSMUSG00000027381","Bcl2l11",115.2404897,135.1439248,129.4870937,245.1200772,206.159682,178.08339,186.103847,130.544494
"ENSMUSG00000003190","Bcl2l12",4.215359493,3.777115851,4.053509021,2.814237396,1.817345575,5.283949824,7.799673901,6.887862799
"ENSMUSG00000009112","Bcl2l13",34.65273466,38.85948002,35.01781405,36.93686582,53.79342902,33.20319822,29.74759348,28.85104795
"ENSMUSG00000030200","Bcl2l14",0,0.064018913,0,0,0,1.142475638,0.423238119,0.259919351
"ENSMUSG00000044165","Bcl2l15",0.061990581,0.192056738,0.168896209,0,0,0.071404727,0,0
"ENSMUSG00000089682","Bcl2l2",4.277350074,3.008888898,2.81493682,0.773915284,13.37566343,2.998998549,5.260245189,3.184012049
"ENSMUSG00000053175","Bcl3",108.9174504,116.9625535,104.0963636,101.1014784,95.81045871,202.5038068,157.9282808,159.5904815
"ENSMUSG00000022508","Bcl6",18.78314598,27.14401899,22.12540341,121.4343436,123.5794991,26.27693966,25.75706265,18.12937473
"ENSMUSG00000000317","Bcl6b",7.314888532,6.529929098,6.249159741,0,0,1.856522911,0.725551061,0.714778215
"ENSMUSG00000029438","Bcl7a",0.185971742,0.384113476,0.281493682,0,0.218081469,0.357023637,0.181387765,0.454858864
"ENSMUSG00000029681","Bcl7b",47.11284139,44.04501195,47.23463985,28.21272989,28.64136626,35.63095895,40.99363492,40.54741874
"ENSMUSG00000030814","Bcl7c",16.73745681,18.43744686,17.56520576,11.32730552,11.19484874,22.92091748,25.75706265,28.00631006
"ENSMUSG00000038256","Bcl9",3.595453685,3.713096938,1.914157038,3.16601707,1.235794991,1.999332366,1.934802828,2.144334645
"ENSMUSG00000063382","Bcl9l",2.169670327,2.048605207,1.857858301,4.010288289,0,0.856856728,1.088326591,0.844737891
"ENSMUSG00000037608","Bclaf1",93.23383349,93.78770714,93.56849991,275.7249089,249.9940573,128.2428903,116.0277071,106.5669339
"ENSMUSG00000031845","Bco1",0,0.064018913,0.281493682,0.14071187,0.218081469,0,0,0.064979838
"ENSMUSG00000032066","Bco2",5.083227624,5.761702145,6.981043315,8.161288448,1.235794991,15.20920693,13.90639533,12.28118933
"ENSMUSG00000040363","Bcor",22.19262792,30.15290789,22.63209204,34.75583184,15.70186577,33.98865022,25.81752524,18.38929408
"ENSMUSG00000036959","Bcorl1",3.16151962,1.856548469,2.251949456,15.47830568,5.670118194,2.499165457,2.055728005,2.144334645
"ENSMUSG00000009681","Bcr",2.789576135,5.057494105,4.053509021,0,6.978607008,1.213880365,1.451102121,1.364576592
"ENSMUSG00000026172","Bcs1l",8.988634213,6.657966923,8.163316779,10.20161056,11.48562403,4.784116732,6.469496957,6.757903124
"ENSMUSG00000046598","Bdh1",0.123981162,0.448132389,0.450389891,2.251389917,0,0.571237819,1.088326591,0.58481854
"ENSMUSG00000028167","Bdh2",2.107679746,1.536453905,2.083053247,3.799220484,0,1.213880365,1.753415063,1.039677404
"ENSMUSG00000041347","Bdkrb1",0.123981162,0.320094564,0.056298736,1.477474633,12.21256226,0.214214182,0.120925177,0.064979838
"ENSMUSG00000021070","Bdkrb2",0,0.192056738,0.168896209,0,0,0,0,0
"ENSMUSG00000048482","Bdnf",0.185971742,0,0.056298736,0,0,0,0.181387765,0
"ENSMUSG00000049658","Bdp1",38.55814124,33.86600483,38.5083357,147.5363955,64.479421,40.70069459,38.15189327,33.72453578
"ENSMUSG00000099757","BE692007",12.15015383,9.602836908,11.99163086,29.76056046,43.03474321,10.28228074,11.36696662,9.617015984
"ENSMUSG00000031872","Bean1",0.123981162,0.128037825,0,0,0,0.142809455,0.36277553,0.324899189
"ENSMUSG00000035086","Becn1",156.4642259,155.3098823,158.5372417,194.53416,208.8493535,153.3773543,139.9708921,138.4720342
"ENSMUSG00000040867","Begain",0,0.064018913,0,0,0,0,0,0
"ENSMUSG00000038214","Bend3",3.409481943,2.752813247,2.98383303,0,1.308488814,3.427426913,2.720816477,3.4439314
"ENSMUSG00000092060","Bend4",11.59223861,17.15706861,11.99163086,0.070355935,6.106281132,16.78011093,14.87379674,11.76135063
"ENSMUSG00000028545","Bend5",0.309952904,0.064018913,0.112597473,0,0,0,0,0
"ENSMUSG00000042182","Bend6",5.827114593,5.825721058,5.629873641,0,0,4.355688368,4.292843775,5.523286207
"ENSMUSG00000048186","Bend7",0,0,0,0,0,0,0,0
"ENSMUSG00000037418","Best1",7.314888532,9.474799083,8.557407934,3.58815268,6.615137893,8.068734191,7.315973194,5.523286207
"ENSMUSG00000052819","Best2",0.061990581,0,0.056298736,0,0,0.071404727,0,0.064979838
"ENSMUSG00000020169","Best3",0,0,0,0,0,0,0,0
"ENSMUSG00000033872","Best4-ps",0,0,0,0,0,0,0,0
"ENSMUSG00000032757","Bet1",45.43909571,40.13985828,44.64489797,42.00249313,28.78675391,36.05938731,34.10089985,37.23344702
"ENSMUSG00000025484","Bet1l",19.15508946,16.64491731,18.69118049,43.97245931,42.96204939,17.13713456,19.40849087,21.44334645
"ENSMUSG00000050071","Bex1",0,0,0,0,0,0,0,0.129959675
"ENSMUSG00000042750","Bex2",0,0,0,0,0,0,0,0.064979838
"ENSMUSG00000047844","Bex4",0,0,0,0,0,0,0,0
"ENSMUSG00000075269","Bex6",0.557915227,0.320094564,0.394091155,0,0,4.85552146,5.743945896,5.588266045
"ENSMUSG00000022684","Bfar",46.74089791,43.46884174,45.43308028,57.55115474,74.51116857,44.62795459,47.46313188,42.8866929
"ENSMUSG00000027420","Bfsp1",4.401331235,4.673380629,4.053509021,0,0,12.35301783,10.58095297,11.43645144
"ENSMUSG00000032556","Bfsp2",0,0,0,0,0,0,0,0
"ENSMUSG00000074483","Bglap",0.123981162,0.448132389,0.281493682,0.984983089,0,0,0.060462588,0.064979838
"ENSMUSG00000074486","Bglap2",0.061990581,0.320094564,0.168896209,0.914627154,0.872325876,0,0,0.129959675
"ENSMUSG00000074489","Bglap3",0.371943485,0.448132389,0.506688628,0,0.581550584,0,0,0.064979838
"ENSMUSG00000031375","Bgn",10.84835164,18.43744686,11.03455234,70.91878238,116.7462797,10.85351856,4.11145601,5.328346694
"ENSMUSG00000052271","Bhlha15",0.061990581,0,0.056298736,0.211067805,0.072693823,0,0,0.064979838
"ENSMUSG00000044243","Bhlha9",0,0,0,0,0,0,0,0
"ENSMUSG00000072964","Bhlhb9",0.495924646,1.600472818,1.463767147,0,6.106281132,1.999332366,1.87434024,1.559516106
"ENSMUSG00000025128","Bhlhe22",0,0,0,0,0,0,0,0.064979838
"ENSMUSG00000045493","Bhlhe23",0,0,0,0,0,0,0,0
"ENSMUSG00000030103","Bhlhe40",395.561896,411.8336655,403.8308363,609.0009725,422.4964992,811.1577027,804.5756636,793.0139397
"ENSMUSG00000030256","Bhlhe41",7.562850855,9.154704519,8.275914252,8.372356253,8.795952582,4.784116732,6.469496957,4.158709615
"ENSMUSG00000074768","Bhmt",0,0,0,0,0,0,0,0
"ENSMUSG00000096105","Bhmt-ps1",0,0,0,0,0,0,0,0
"ENSMUSG00000042118","Bhmt2",0.123981162,0.256075651,0.112597473,0.422135609,1.890039398,0.214214182,0.120925177,0.129959675
"ENSMUSG00000014329","Bicc1",4.029387751,5.249550843,2.308248193,13.78976324,55.24730548,1.999332366,1.813877651,2.924092698
"ENSMUSG00000003452","Bicd1",0.867868131,0.768226953,0.78818231,4.924915443,1.817345575,0.642642546,1.572027298,1.169637079
"ENSMUSG00000037933","Bicd2",80.77372676,83.28860545,78.87452971,34.4744081,44.19784438,106.6786627,113.0045777,93.18108731
"ENSMUSG00000004446","Bid",54.05578644,51.27914909,59.05737449,28.70522144,43.47090615,39.27260004,49.33747212,46.59054365
"ENSMUSG00000016758","Bik",5.889105174,6.401891272,5.742471114,0,0,0.285618909,0.36277553,0.324899189
"ENSMUSG00000024381","Bin1",167.7465116,155.8220336,155.5534087,43.69103557,31.33103771,102.8942121,108.3489584,121.1873974
"ENSMUSG00000098112","Bin2",87.4067189,97.6288419,109.6136398,730.576028,535.535394,145.5942391,127.6365241,139.8366108
"ENSMUSG00000022089","Bin3",91.06416316,83.73673784,89.45869215,155.8383958,107.9503271,69.1911808,77.27118795,77.52094641
"ENSMUSG00000057367","Birc2",29.19756355,33.67394809,33.32885195,95.47300365,87.886832,34.9883164,34.16136243,29.82574552
"ENSMUSG00000032000","Birc3",134.4575697,147.1154614,143.8432715,140.0083104,140.1536907,203.7890919,225.767305,183.5030618
"ENSMUSG00000017716","Birc5",30.93329981,38.53938546,33.49774816,8.442712188,3.925466442,47.41273896,50.00256059,62.64056357
"ENSMUSG00000024073","Birc6",45.06715223,45.00529564,45.99606765,233.2299242,193.5836506,56.40973461,53.0861526,40.87231793
"ENSMUSG00000038840","Birc7",0,0,0,0,0,0,0,0
"ENSMUSG00000041684","Bivm",7.438869694,6.529929098,5.967666059,0,0,6.854853826,9.613551552,6.30304426
"ENSMUSG00000067787","Blcap",41.16174564,46.41371172,37.04456856,26.8056112,16.28341635,37.91591022,32.04517184,34.76421319
"ENSMUSG00000014453","Blk",0.309952904,0,0.056298736,0,0,0.071404727,0,0
"ENSMUSG00000030528","Blm",5.083227624,4.993475192,5.17948375,1.688542438,0,6.854853826,5.441632954,6.368024098
"ENSMUSG00000020840","Blmh",68.93352583,62.67451556,64.06796203,60.78752775,80.25398059,55.26725897,70.43891546,59.26161201
"ENSMUSG00000061132","Blnk",140.036722,137.8327191,140.0149574,0.28142374,16.06533488,165.5875627,169.5975604,203.9717106
"ENSMUSG00000090247","Bloc1s1",14.13385242,13.76406624,13.34280053,15.19688194,11.63101168,12.35301783,13.24130686,16.24495943
"ENSMUSG00000057506","Bloc1s2",30.99529039,28.10430269,33.49774816,43.40961183,56.33771282,36.84483931,41.17502269,46.72050333
"ENSMUSG00000025201","Bloc1s2-ps",0,0.064018913,0,0,0,0,0,0
"ENSMUSG00000057667","Bloc1s3",7.872803759,8.322458654,9.007797825,5.698830727,0.363469115,5.426759279,4.534694129,4.743528154
"ENSMUSG00000060708","Bloc1s4",30.74732807,25.86364074,29.38794041,22.44354323,41.29009146,28.13346258,21.70606923,22.93788272
"ENSMUSG00000038982","Bloc1s5",18.16324017,18.88557925,18.74747922,9.709119016,10.32252287,12.7814462,16.26443627,16.63483846
"ENSMUSG00000005804","Bloc1s6",28.26770484,30.21692681,31.86508481,27.29810274,28.78675391,23.70636948,26.30122595,25.08221736
"ENSMUSG00000085633","Bloc1s6os",0.247962323,0.192056738,0.168896209,0,0,0.071404727,0.060462588,0.129959675
"ENSMUSG00000087330","Bloodlinc",0,0,0,0,0,0,0,0
"ENSMUSG00000001999","Blvra",170.2881254,153.6453905,158.7061379,54.66656141,50.23143169,118.103419,120.5624012,132.4289093
"ENSMUSG00000040466","Blvrb",113.3187817,106.6555086,114.1175387,32.57479786,21.73545308,36.77343459,34.82645091,49.96949522
"ENSMUSG00000026577","Blzf1",31.6151962,31.1772105,39.01502433,10.34232243,0,24.20620257,25.69660006,27.81137055
"ENSMUSG00000040093","Bmf",1.363792777,0.896264778,1.745260829,2.110678047,0,1.213880365,2.23711577,1.299596755
"ENSMUSG00000026739","Bmi1",53.93180528,43.40482283,47.06574364,24.97635689,27.91442803,32.34634149,35.31015161,32.74983822
"ENSMUSG00000022098","Bmp1",3.285500781,5.953758883,1.632663356,27.86095022,51.32183903,2.927593821,2.23711577,1.689475781
"ENSMUSG00000030046","Bmp10",0,0,0,0,0,0.071404727,0.241850354,0.129959675
"ENSMUSG00000023279","Bmp15",0,0,0.056298736,0,0,0,0,0.064979838
"ENSMUSG00000027358","Bmp2",19.65101411,18.18137121,15.59474999,0.562847479,0,4.070069459,2.539428712,3.768830588
"ENSMUSG00000034663","Bmp2k",75.07059332,81.81617046,69.52893946,38.62540826,37.2919312,79.75908045,85.43363738,67.05919254
"ENSMUSG00000029335","Bmp3",0.123981162,0,0.056298736,0,0,0,0.120925177,0.194939513
"ENSMUSG00000021835","Bmp4",2.541613812,1.728510644,1.970455774,0,0,0.714047273,0.060462588,0.389879026
"ENSMUSG00000032179","Bmp5",0.619905808,0.832245865,0.112597473,0,0,0.856856728,0.120925177,0.259919351
"ENSMUSG00000039004","Bmp6",0.867868131,0.448132389,0.168896209,0,0,0.214214182,0.120925177,0
"ENSMUSG00000008999","Bmp7",0.185971742,0.320094564,0.112597473,0,0,0.285618909,0.060462588,0.064979838
"ENSMUSG00000032726","Bmp8a",0.185971742,0.128037825,0.337792418,4.924915443,7.123994654,0.357023637,0.544163295,0.324899189
"ENSMUSG00000002384","Bmp8b",0.061990581,0,0,0,0,0,0.060462588,0
"ENSMUSG00000031963","Bmper",0.681896389,0.576170215,0.6192861,0,0,0.856856728,0.060462588,0.194939513
"ENSMUSG00000021796","Bmpr1a",8.182756663,9.41078017,7.712926888,0,81.5624694,0.428428364,1.088326591,1.169637079
"ENSMUSG00000052430","Bmpr1b",0.185971742,0.064018913,0,0,0,0,0.181387765,0
"ENSMUSG00000067336","Bmpr2",24.05234534,26.95196226,24.65884655,12.1012208,81.12630646,23.27794112,18.32016428,16.1799796
"ENSMUSG00000030138","Bms1",35.52060279,40.52397175,35.80599636,22.72496697,29.94985507,40.77209932,41.90057375,27.0316125
"ENSMUSG00000042742","Bmt2",63.04442065,62.80255338,66.37621023,80.41683359,34.60225975,64.4784688,75.27592253,72.97235777
"ENSMUSG00000031377","Bmx",29.0115918,29.76879442,37.04456856,57.62151068,67.16909245,0.714047273,0.846476237,0.259919351
"ENSMUSG00000049086","Bmyc",9.422568278,10.81919625,10.80935739,6.261678206,3.998160265,9.211209828,10.27864002,13.64576592
"ENSMUSG00000025105","Bnc1",0,0,0,0,0,0,0,0
"ENSMUSG00000028487","Bnc2",0.371943485,0.768226953,0.225194946,1.618186503,0.290775292,0.214214182,0.302312942,0
"ENSMUSG00000024191","Bnip1",13.38996545,12.61172581,12.16052706,5.698830727,25.44283805,12.71004147,13.72500756,15.01034252
"ENSMUSG00000011958","Bnip2",280.507378,269.5196226,286.2227759,180.5333289,368.6303764,232.9222206,259.5054293,250.692214
"ENSMUSG00000078566","Bnip3",71.16518673,59.79366448,66.4888077,13.15655983,22.53508513,48.69802405,39.66345798,55.88266045
"ENSMUSG00000022051","Bnip3l",141.7724582,132.9032628,144.2373627,300.0680623,277.4723224,108.5351856,97.58661765,113.7796959
"ENSMUSG00000073198","Bnip3l-ps",0,0.064018913,0,0.14071187,0.218081469,0.142809455,0.060462588,0
"ENSMUSG00000028115","Bnipl",0,0.064018913,0.056298736,0,0,0.071404727,0,0
"ENSMUSG00000022687","Boc",0.80587755,1.600472818,1.351169674,1.125694958,13.73913255,1.142475638,0.423238119,0.129959675
"ENSMUSG00000044502","Bod1",21.9446656,19.78184403,21.9565072,6.824525685,4.288935557,14.06673129,12.69714356,13.97066511
"ENSMUSG00000061755","Bod1l",62.79645833,66.38761249,63.89906582,102.649309,193.1474877,58.55187643,58.58824814,55.75270077
"ENSMUSG00000026278","Bok",0.867868131,1.344397167,0.957078519,0,0,0.499833091,0.36277553,0.58481854
"ENSMUSG00000015943","Bola1",14.13385242,11.97153668,14.86286641,0,6.397056424,11.06773274,9.915864494,12.67106836
"ENSMUSG00000047721","Bola2",28.45367658,24.39120575,27.92417326,38.06256078,33.22107711,28.13346258,34.16136243,38.4030841
"ENSMUSG00000045160","Bola3",17.17139088,15.81267144,17.11481587,9.92018682,3.63469115,19.63630002,23.21763394,29.50084633
"ENSMUSG00000025977","Boll",0,0.064018913,0,0,0,0,0.181387765,0
"ENSMUSG00000022557","Bop1",66.08195911,56.91281341,60.18334922,87.80420675,34.09340298,77.5455339,72.91788159,71.67276102
"ENSMUSG00000022070","Bora",10.41441757,8.386477567,8.557407934,0,7.996320529,9.568233465,11.48789179,12.67106836
"ENSMUSG00000042992","Borcs5",28.94960122,26.82392443,27.69897831,14.42296665,0,33.13179349,29.86851866,32.22999951
"ENSMUSG00000045176","Borcs6",6.942945047,6.786004749,6.643250896,6.050610401,3.998160265,9.068400373,7.376435782,9.032197445
"ENSMUSG00000062376","Borcs7",19.58902353,17.605201,15.70734746,15.90044129,10.97676727,19.56489529,16.56674922,22.48302385
"ENSMUSG00000002345","Borcs8",12.08816325,10.43508277,12.38572201,7.317017229,4.507017026,11.92458947,10.58095297,12.21620949
"ENSMUSG00000038871","Bpgm",11.90219151,9.666855821,10.30266876,18.71467868,2.544283805,9.42542401,9.432163787,10.13685469
"ENSMUSG00000038286","Bphl",13.20399371,15.94070927,11.14714981,13.78976324,0,14.85218329,11.54835438,13.32086673
"ENSMUSG00000052922","Bpi",0,0.064018913,0,0,0,0,0.060462588,0
"ENSMUSG00000027483","Bpifa1",0,0,0,0,0,0,0,0
"ENSMUSG00000042459","Bpifa2",0,0,0,0,0,0,0,0
"ENSMUSG00000027482","Bpifa3",0,0,0,0,0,0,0,0
"ENSMUSG00000027484","Bpifa5",0,0,0,0,0,0,0,0
"ENSMUSG00000078998","Bpifa6",0,0,0,0,0,0,0.060462588,0
"ENSMUSG00000027485","Bpifb1",0,0,0,0,0,0,0,0
"ENSMUSG00000027481","Bpifb2",0,0.128037825,0,0,0,0,0,0
"ENSMUSG00000068008","Bpifb3",0,0,0,0,0,0,0,0
"ENSMUSG00000074665","Bpifb4",0,0,0,0,0,0,0,0
"ENSMUSG00000038572","Bpifb5",0,0,0,0,0,0,0,0
"ENSMUSG00000068009","Bpifb6",0,0,0,0,0,0,0,0
"ENSMUSG00000067998","Bpifb9a",0,0,0,0,0,0,0,0
"ENSMUSG00000067996","Bpifb9b",0.061990581,0,0,0,0,0,0,0
"ENSMUSG00000050108","Bpifc",0.061990581,0.064018913,0,0,0,0,0,0
"ENSMUSG00000026617","Bpnt1",33.90884769,31.75338071,36.53787993,10.6941021,26.67863304,34.70269749,35.79385232,33.00975757
"ENSMUSG00000040481","Bptf",32.11112084,29.76879442,28.48716062,148.8731582,131.2850443,30.13279494,29.44528054,27.35651168
"ENSMUSG00000002413","Braf",37.07036731,49.61465736,36.59417867,76.96939278,49.86796257,34.2028644,35.31015161,26.51177379
"ENSMUSG00000029458","Brap",32.97898897,38.7314422,36.20008751,52.97801898,48.41408611,36.13079204,37.00310409,29.30590682
"ENSMUSG00000000148","Brat1",5.889105174,6.721985836,7.825524361,0,0,8.711376737,7.436898371,6.368024098
"ENSMUSG00000017146","Brca1",5.393180528,5.953758883,4.897990068,2.181033982,0,5.212545097,5.139320012,5.783205558
"ENSMUSG00000041147","Brca2",7.066926209,8.898628869,8.951499089,5.417406987,0.654244407,7.711710554,9.553088964,7.472681339
"ENSMUSG00000031201","Brcc3",32.23510201,27.84822703,35.24300899,44.60566272,8.359789644,32.84617458,37.66819256,36.06380994
"ENSMUSG00000022387","Brd1",16.36551333,20.80614664,21.61871478,30.39376388,68.47758126,21.77844184,23.03624617,18.84415294
"ENSMUSG00000024335","Brd2",165.4528601,184.118393,172.6682246,316.2499274,238.5084332,240.5625264,241.6689658,200.4627994
"ENSMUSG00000026918","Brd3",43.70335945,46.02959825,45.65827523,84.14569814,61.13550514,29.41874767,30.59406972,30.86542292
"ENSMUSG00000024002","Brd4",99.37090099,115.9382509,120.5918934,367.469048,277.6904038,140.8815271,133.9850959,129.6347763
"ENSMUSG00000031660","Brd7",69.80139396,70.03669052,69.02225084,79.99469798,101.044414,57.98063861,51.93736342,60.69116844
"ENSMUSG00000003778","Brd8",61.74261846,62.54647773,60.40854417,55.72190044,39.47274589,63.33599316,66.99254793,50.74925327
"ENSMUSG00000057649","Brd9",36.38847092,44.17304978,39.46541422,46.43491703,75.81965738,34.27426913,33.43581137,34.82919302
"ENSMUSG00000029279","Brdt",3.037538458,1.664491731,0.6192861,0.14071187,0,0.428428364,0.120925177,0.58481854
"ENSMUSG00000052139","Bre",41.16174564,38.15527198,39.63431043,38.13291671,30.6767933,43.91390732,35.97524009,40.15753972
"ENSMUSG00000011158","Brf1",48.22867185,47.88614672,46.89684743,64.23496856,34.16609681,59.19451897,59.97888767,50.87921294
"ENSMUSG00000031487","Brf2",5.455171109,4.481323891,3.940911549,2.603169591,0,3.713045822,2.781279065,4.28866929
"ENSMUSG00000047843","Bri3",8.058775501,6.081796709,9.289291507,8.302000318,21.51737161,5.92659237,6.650884722,6.627943449
"ENSMUSG00000037905","Bri3bp",14.93972997,16.32482274,16.38293229,68.87846026,71.38533418,58.62328115,62.33692862,61.01606763
"ENSMUSG00000045744","Bricd5",0,0,0,0,0,0,0,0
"ENSMUSG00000028351","Brinp1",0,0,0,0,0,0,0,0
"ENSMUSG00000004031","Brinp2",0,0,0.112597473,0,0,0,0,0
"ENSMUSG00000035131","Brinp3",0,0,0,0,0,0,0,0
"ENSMUSG00000034329","Brip1",6.632992143,9.026666694,7.431433206,0.914627154,0.290775292,11.56756583,9.432163787,11.63139095
"ENSMUSG00000085208","Brip1os",51.76213495,53.77588669,56.07354146,18.57396681,0.581550584,52.69668878,53.99309142,49.38467668
"ENSMUSG00000022247","Brix1",68.31362002,63.05862903,65.75692413,41.29893378,27.69634656,66.90622953,69.89475217,75.89645047
"ENSMUSG00000033940","Brk1",226.0796481,200.8913481,213.5411072,180.7443967,164.2153461,235.0643624,236.1064076,268.3667298
"ENSMUSG00000080268","Brms1",49.0345494,55.18430277,52.80821475,29.40878079,57.57350781,55.41006842,69.10873852,63.61526114
"ENSMUSG00000012076","Brms1l",18.28722133,17.41314426,18.63488175,5.487762922,18.9730878,14.28094547,16.44582404,16.24495943
"ENSMUSG00000046836","Brox",130.9241066,133.7355087,124.7017011,64.86817197,109.6222851,118.3890379,127.1528234,93.50598649
"ENSMUSG00000001632","Brpf1",106.8097707,129.126147,99.53616597,191.0163632,189.730878,132.9556023,120.9856393,78.95050284
"ENSMUSG00000063952","Brpf3",7.314888532,8.386477567,10.69675992,13.08620389,14.17529548,7.783115281,7.195048017,4.678548317
"ENSMUSG00000031130","Brs3",0,0,0,0,0,0,0,0
"ENSMUSG00000035390","Brsk1",0.123981162,0.064018913,0.281493682,0.14071187,5.08856761,0.214214182,0.181387765,0.454858864
"ENSMUSG00000053046","Brsk2",0.185971742,0.192056738,0.337792418,4.362067964,2.471589982,0.499833091,1.148789179,0.454858864
"ENSMUSG00000022914","Brwd1",41.90563261,48.33427911,43.9130144,105.3931905,44.05245673,43.05705059,45.70971682,39.11786231
"ENSMUSG00000063663","Brwd3",6.38502982,7.170118225,10.47156497,17.80005153,24.78859364,13.35268401,12.51575579,8.31741923
"ENSMUSG00000071657","Bscl2",99.9908068,91.29096954,89.40239342,86.04530838,27.47826509,102.0373554,99.15864494,113.1948773
"ENSMUSG00000040859","Bsdc1",46.430945,50.8310167,47.40353606,64.23496856,48.050617,47.48414369,42.20288669,41.26219696
"ENSMUSG00000023175","Bsg",211.2638993,200.5072346,213.372211,138.0383443,80.98091882,211.7150166,219.8419714,228.5990691
"ENSMUSG00000032589","Bsn",0.309952904,0.384113476,0.281493682,0,0.072693823,0,0.846476237,0.389879026
"ENSMUSG00000025418","Bsnd",0,0,0,0,0,0,0,0
"ENSMUSG00000074378","Bsph1",0,0,0,0,0,0,0,0
"ENSMUSG00000078800","Bsph2",0,0,0,0,0,0,0,0
"ENSMUSG00000098644","Bsph2-ps",0,0,0,0,0,0,0,0
"ENSMUSG00000028392","Bspry",0.247962323,0.320094564,0.056298736,0,0,0,0.120925177,0.064979838
"ENSMUSG00000029082","Bst1",60.44081626,60.04974013,64.12426077,18.1518312,46.52404672,15.35201638,18.68293981,22.28808434
"ENSMUSG00000046718","Bst2",50.70829508,47.50203324,49.93697919,43.83174744,26.82402069,74.61794008,63.78803074,66.60433367
"ENSMUSG00000054360","Bsx",0,0,0.056298736,0,0,0,0,0
"ENSMUSG00000040565","Btaf1",45.25312397,56.91281341,53.6526958,72.53696888,41.79894822,68.83415717,76.12239877,50.03447505
"ENSMUSG00000025103","Btbd1",77.79817888,74.38997658,68.40296474,89.63346106,46.88751583,99.32397574,91.17758328,92.40132925
"ENSMUSG00000038187","Btbd10",60.44081626,56.91281341,58.83217955,59.09898531,108.6772654,43.48547896,44.98416576,44.96604771
"ENSMUSG00000020042","Btbd11",3.96739717,6.657966923,3.772015339,0,16.1380287,1.142475638,0.423238119,0.649798377
"ENSMUSG00000040298","Btbd16",0.123981162,0.064018913,0,0.070355935,0,0,0.060462588,0
"ENSMUSG00000000202","Btbd17",1.053839873,0.896264778,1.238572201,0,0,7.28328219,4.897469659,6.562963611
"ENSMUSG00000086598","Btbd18",0.185971742,0.640189127,0.225194946,5.135983247,0,0,0.060462588,0.064979838
"ENSMUSG00000073771","Btbd19",19.89897643,18.94959817,18.40968681,14.00083104,32.78491417,8.211543645,10.58095297,12.28118933
"ENSMUSG00000003344","Btbd2",6.38502982,5.249550843,4.503898913,9.779474951,6.687831716,6.926258553,6.106721426,6.757903124
"ENSMUSG00000062098","Btbd3",6.818963886,9.41078017,8.951499089,15.75972942,0,6.926258553,7.074122841,4.613568479
"ENSMUSG00000002803","Btbd6",7.314888532,7.810307352,6.755848369,0,0,6.069401825,6.832272487,6.887862799
